shock_kind,union_blend,shock_blend,gmin,wf_union,wf_shock,ho_union,ho_shock,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,min_wf,min_ho,ok_hold
ridge,1.0,0.8,4.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9532919852335541,0.9400493672506646,0.2843412413812441,0.18766540031246742,0.8604304020695288,0.9481007862944115,0.9400493672506646,True
ridge,1.0,0.8,5.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9532919852335541,0.9400493672506646,0.2843412413812441,0.18766540031246742,0.8604304020695288,0.9481007862944115,0.9400493672506646,True
ridge,1.0,0.8,2.0,2,0,0,4,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.954521188540381,0.937895433820554,0.28040942634085797,0.18921258212534722,0.8759022201983269,0.9481007862944115,0.937895433820554,True
huber,1.0,0.85,2.0,2,0,0,4,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9373809657432196,0.9609590311843176,0.3093954670000282,0.1504803572527915,0.48857997147276977,0.9481007862944115,0.9373809657432196,True
huber,1.0,0.85,2.25,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9367374210968498,0.9619797978929285,0.31124604742513645,0.1497375165510859,0.4811515644557136,0.9481007862944115,0.9367374210968498,True
huber,1.0,0.85,2.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9367374210968498,0.9619797978929285,0.31124604742513645,0.1497375165510859,0.4811515644557136,0.9481007862944115,0.9367374210968498,True
huber,1.0,0.85,3.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9367374210968498,0.9619797978929285,0.31124604742513645,0.1497375165510859,0.4811515644557136,0.9481007862944115,0.9367374210968498,True
huber,1.0,0.85,3.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9367374210968498,0.9619797978929285,0.31124604742513645,0.1497375165510859,0.4811515644557136,0.9481007862944115,0.9367374210968498,True
huber,1.0,0.85,4.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9367374210968498,0.9619797978929285,0.31124604742513645,0.1497375165510859,0.4811515644557136,0.9481007862944115,0.9367374210968498,True
huber,1.0,0.85,5.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9367374210968498,0.9619797978929285,0.31124604742513645,0.1497375165510859,0.4811515644557136,0.9481007862944115,0.9367374210968498,True
huber,1.0,0.7,2.25,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9477546436759445,0.9338457864088902,0.2968886211013345,0.19478070345077408,0.9315834334525954,0.9481007862944115,0.9338457864088902,True
huber,1.0,0.7,2.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9477546436759445,0.9338457864088902,0.2968886211013345,0.19478070345077408,0.9315834334525954,0.9481007862944115,0.9338457864088902,True
huber,1.0,0.7,3.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9477546436759445,0.9338457864088902,0.2968886211013345,0.19478070345077408,0.9315834334525954,0.9481007862944115,0.9338457864088902,True
huber,1.0,0.7,3.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9477546436759445,0.9338457864088902,0.2968886211013345,0.19478070345077408,0.9315834334525954,0.9481007862944115,0.9338457864088902,True
huber,1.0,0.7,4.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9477546436759445,0.9338457864088902,0.2968886211013345,0.19478070345077408,0.9315834334525954,0.9481007862944115,0.9338457864088902,True
huber,1.0,0.7,5.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9477546436759445,0.9338457864088902,0.2968886211013345,0.19478070345077408,0.9315834334525954,0.9481007862944115,0.9338457864088902,True
huber,1.0,0.9,2.0,2,0,0,4,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.932621541031461,0.9578977340172824,0.3160570495454846,0.15959470593766129,0.5797234583214674,0.9481007862944115,0.932621541031461,True
huber,1.0,0.9,2.25,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9319230811325803,0.9545505675077285,0.3180827608099241,0.16216988797647863,0.6054752787096411,0.9481007862944115,0.9319230811325803,True
huber,1.0,0.9,2.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9319230811325803,0.9545505675077285,0.3180827608099241,0.16216988797647863,0.6054752787096411,0.9481007862944115,0.9319230811325803,True
huber,1.0,0.9,3.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9319230811325803,0.9545505675077285,0.3180827608099241,0.16216988797647863,0.6054752787096411,0.9481007862944115,0.9319230811325803,True
huber,1.0,0.9,3.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9319230811325803,0.9545505675077285,0.3180827608099241,0.16216988797647863,0.6054752787096411,0.9481007862944115,0.9319230811325803,True
huber,1.0,0.9,4.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9319230811325803,0.9545505675077285,0.3180827608099241,0.16216988797647863,0.6054752787096411,0.9481007862944115,0.9319230811325803,True
