kind,blend,gmin,gmax,wf_active,ho_active,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,min_wf,min_ho,ok_hold
huber,1.0,2.0,26,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.9213866874652475,0.9113183249555913,0.3293802144152081,0.2110777667052644,1.0945540659974986,0.825955273855608,0.9113183249555913,True
huber,0.7,0.0,10,1,4,0.8934832292827097,0.804472708090182,0.3189468336683671,0.1976748438972351,0.9482272313027039,0.9179636921639087,0.2955634333804847,0.20481727077143513,1.0319491066592057,0.804472708090182,0.9179636921639087,True
huber,0.7,0.0,26,1,4,0.8934832292827097,0.804472708090182,0.3189468336683671,0.1976748438972351,0.9482272313027039,0.9179636921639087,0.2955634333804847,0.20481727077143513,1.0319491066592057,0.804472708090182,0.9179636921639087,True
huber,0.7,0.75,10,1,4,0.8934832292827097,0.804472708090182,0.3189468336683671,0.1976748438972351,0.9482272313027039,0.9179636921639087,0.2955634333804847,0.20481727077143513,1.0319491066592057,0.804472708090182,0.9179636921639087,True
huber,0.7,0.75,26,1,4,0.8934832292827097,0.804472708090182,0.3189468336683671,0.1976748438972351,0.9482272313027039,0.9179636921639087,0.2955634333804847,0.20481727077143513,1.0319491066592057,0.804472708090182,0.9179636921639087,True
huber,0.8,0.0,10,1,4,0.8868989756604471,0.8022553907602563,0.3221636959095017,0.19814036248968886,0.9415683889486022,0.9539994874612614,0.30354639214840223,0.16017886361186273,0.5855650350634821,0.8022553907602563,0.9415683889486022,True
huber,0.8,0.0,26,1,4,0.8868989756604471,0.8022553907602563,0.3221636959095017,0.19814036248968886,0.9415683889486022,0.9539994874612614,0.30354639214840223,0.16017886361186273,0.5855650350634821,0.8022553907602563,0.9415683889486022,True
huber,0.8,0.75,10,1,4,0.8868989756604471,0.8022553907602563,0.3221636959095017,0.19814036248968886,0.9415683889486022,0.9539994874612614,0.30354639214840223,0.16017886361186273,0.5855650350634821,0.8022553907602563,0.9415683889486022,True
huber,0.8,0.75,26,1,4,0.8868989756604471,0.8022553907602563,0.3221636959095017,0.19814036248968886,0.9415683889486022,0.9539994874612614,0.30354639214840223,0.16017886361186273,0.5855650350634821,0.8022553907602563,0.9415683889486022,True
huber,0.85,0.0,10,1,4,0.8834436052246825,0.8012117209566187,0.32377212697832886,0.19835846832501325,0.9373809657432196,0.9609590311843176,0.3093954670000282,0.1504803572527915,0.48857997147276977,0.8012117209566187,0.9373809657432196,True
huber,0.85,0.0,26,1,4,0.8834436052246825,0.8012117209566187,0.32377212697832886,0.19835846832501325,0.9373809657432196,0.9609590311843176,0.3093954670000282,0.1504803572527915,0.48857997147276977,0.8012117209566187,0.9373809657432196,True
