timestamp,train_class_acc,train_class_f1_macro,train_n_drop,train_n_stable,train_n_jump,experiment
2025-08-21 15:00:00,0.9807692307692307,0.9803751803751805,17,17,18,proba_feature_t18|cfg39_aug_focus
2025-08-25 09:00:00,1.0,1.0,18,17,18,proba_feature_t18|cfg39_aug_focus
2025-08-25 16:00:00,1.0,1.0,18,18,18,proba_feature_t18|cfg39_aug_focus
2025-08-26 12:00:00,0.9818181818181818,0.981929181929182,18,19,18,proba_feature_t18|cfg39_aug_focus
2025-08-26 16:30:00,0.9824561403508771,0.9827242524916944,18,21,18,proba_feature_t18|cfg39_aug_focus
2025-08-27 11:40:00,1.0,1.0,19,21,18,proba_feature_t18|cfg39_aug_focus
2025-08-27 14:10:00,1.0,1.0,19,22,19,proba_feature_t18|cfg39_aug_focus
2025-08-28 13:30:00,1.0,1.0,19,23,20,proba_feature_t18|cfg39_aug_focus
2025-08-28 15:00:00,1.0,1.0,21,23,20,proba_feature_t18|cfg39_aug_focus
2025-08-31 08:20:00,1.0,1.0,21,24,20,proba_feature_t18|cfg39_aug_focus
2025-08-31 12:30:00,1.0,1.0,21,25,20,proba_feature_t18|cfg39_aug_focus
2025-09-01 08:30:00,0.9852941176470589,0.9844625112917796,21,25,22,proba_feature_t18|cfg39_aug_focus
2025-09-01 12:30:00,0.9855072463768116,0.9844625112917796,21,26,22,proba_feature_t18|cfg39_aug_focus
2025-09-02 08:30:00,0.9859154929577465,0.9851851851851853,23,26,22,proba_feature_t18|cfg39_aug_focus
2025-09-02 15:00:00,0.9861111111111112,0.9855003940110323,23,26,23,proba_feature_t18|cfg39_aug_focus
2025-09-03 09:00:00,0.972972972972973,0.9715151515151516,23,27,24,proba_feature_t18|cfg39_aug_focus
2025-09-03 15:20:00,0.9736842105263158,0.9715151515151516,23,29,24,proba_feature_t18|cfg39_aug_focus
2025-09-07 08:50:00,0.974025974025974,0.9725812828857325,23,30,24,proba_feature_t18|cfg39_aug_focus
2025-09-07 15:30:00,0.9871794871794872,0.9861050803300042,24,30,24,proba_feature_t18|cfg39_aug_focus
2025-09-08 09:30:00,0.9625,0.9614347683708578,24,31,25,proba_feature_t18|cfg39_aug_focus
2025-09-08 13:50:00,0.9876543209876543,0.9866613311991462,25,31,25,proba_feature_t18|cfg39_aug_focus
2025-09-09 08:30:00,0.9759036144578314,0.9750863531995607,25,32,26,proba_feature_t18|cfg39_aug_focus
2025-09-09 14:10:00,0.9880952380952381,0.986907970735464,25,33,26,proba_feature_t18|cfg39_aug_focus
2025-09-09 15:40:00,0.9651162790697675,0.9637787190347837,25,35,26,proba_feature_t18|cfg39_aug_focus
2025-09-09 18:40:00,0.9662921348314607,0.965784832451499,28,35,26,proba_feature_t18|cfg39_aug_focus
2025-09-10 07:50:00,0.956989247311828,0.9565800865800865,28,38,27,proba_feature_t18|cfg39_aug_focus
2025-09-10 11:30:00,0.96875,0.9676274944567628,28,41,27,proba_feature_t18|cfg39_aug_focus
2025-09-10 13:50:00,0.96,0.960942760942761,28,45,27,proba_feature_t18|cfg39_aug_focus
2025-09-10 15:50:00,0.9714285714285714,0.9714233376076203,28,50,27,proba_feature_t18|cfg39_aug_focus
2025-09-11 07:50:00,0.9541284403669725,0.9535384441044817,28,54,27,proba_feature_t18|cfg39_aug_focus
2025-09-11 11:20:00,0.9646017699115044,0.9657206990540325,32,54,27,proba_feature_t18|cfg39_aug_focus
2025-09-11 13:30:00,0.9658119658119658,0.9662643512871116,32,57,28,proba_feature_t18|cfg39_aug_focus
2025-09-11 14:10:00,0.9752066115702479,0.9753331315039153,32,60,29,proba_feature_t18|cfg39_aug_focus
2025-09-11 17:20:00,0.96,0.9593934002626341,32,63,30,proba_feature_t18|cfg39_aug_focus
2025-09-11 18:10:00,0.9612403100775194,0.9601410934744269,32,66,31,proba_feature_t18|cfg39_aug_focus
2025-09-14 08:30:00,0.9538461538461539,0.953152583854919,33,66,31,proba_feature_t18|cfg39_aug_focus
2025-09-14 11:30:00,0.9465648854961832,0.9460253908724628,33,66,32,proba_feature_t18|cfg39_aug_focus
2025-09-14 12:20:00,0.946969696969697,0.9462852999043018,33,67,32,proba_feature_t18|cfg39_aug_focus
2025-09-14 15:10:00,0.9701492537313433,0.9701425001688392,35,67,32,proba_feature_t18|cfg39_aug_focus
2025-09-14 18:00:00,0.9708029197080292,0.9705756929637527,35,69,33,proba_feature_t18|cfg39_aug_focus
2025-09-15 08:10:00,0.9645390070921985,0.9647871526653433,38,69,34,proba_feature_t18|cfg39_aug_focus
